Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Wyoming,3999,2109,02/14/2021
Finger Lakes,Yates,2954,1194,02/14/2021
Capital Region,Albany,40712,20819,02/15/2021
Western New York,Allegany,3224,1697,02/15/2021
New York City,Bronx,90644,42614,02/15/2021
Southern Tier,Broome,27197,11884,02/15/2021
Western New York,Cattaraugus,6647,3477,02/15/2021
Central New York,Cayuga,9980,4875,02/15/2021
Western New York,Chautauqua,12335,6286,02/15/2021
Southern Tier,Chemung,9449,4935,02/15/2021
Southern Tier,Chenango,5025,1813,02/15/2021
North Country,Clinton,15060,7051,02/15/2021
Capital Region,Columbia,6992,3305,02/15/2021
Central New York,Cortland,5249,2419,02/15/2021
Southern Tier,Delaware,3730,1448,02/15/2021
Mid-Hudson,Dutchess,27119,12979,02/15/2021
Western New York,Erie,110040,59187,02/15/2021
North Country,Essex,6593,2688,02/15/2021
North Country,Franklin,8476,3978,02/15/2021
Mohawk Valley,Fulton,5314,2636,02/15/2021
Finger Lakes,Genesee,6341,2820,02/15/2021
Capital Region,Greene,4836,1987,02/15/2021
North Country,Hamilton,1584,519,02/15/2021
Mohawk Valley,Herkimer,8578,3443,02/15/2021
North Country,Jefferson,13888,5804,02/15/2021
New York City,Kings,180031,72357,02/15/2021
North Country,Lewis,3413,1663,02/15/2021
Finger Lakes,Livingston,7742,4142,02/15/2021
Central New York,Madison,9443,4406,02/15/2021
Finger Lakes,Monroe,90567,48585,02/15/2021
Mohawk Valley,Montgomery,5891,2755,02/15/2021
Long Island,Nassau,192310,102046,02/15/2021
New York City,New York,208278,102564,02/15/2021
Western New York,Niagara,22953,11127,02/15/2021
Mohawk Valley,Oneida,34498,16836,02/15/2021
Central New York,Onondaga,69715,31870,02/15/2021
Finger Lakes,Ontario,14957,7710,02/15/2021
Mid-Hudson,Orange,26940,14231,02/15/2021
Finger Lakes,Orleans,3140,1448,02/15/2021
Central New York,Oswego,13945,7682,02/15/2021
Mohawk Valley,Otsego,7927,4227,02/15/2021
Mid-Hudson,Putnam,10691,5343,02/15/2021
New York City,Queens,205860,86120,02/15/2021
Capital Region,Rensselaer,20179,9400,02/15/2021
New York City,Richmond,57959,23174,02/15/2021
Mid-Hudson,Rockland,36055,17275,02/15/2021
Capital Region,Saratoga,31047,15864,02/15/2021
Capital Region,Schenectady,19336,10061,02/15/2021
Mohawk Valley,Schoharie,2700,1179,02/15/2021
Southern Tier,Schuyler,2145,1151,02/15/2021
Finger Lakes,Seneca,3728,1480,02/15/2021
North Country,St. Lawrence,19936,9208,02/15/2021
Southern Tier,Steuben,8222,4400,02/15/2021
Long Island,Suffolk,158871,82838,02/15/2021
Mid-Hudson,Sullivan,6657,3301,02/15/2021
Southern Tier,Tioga,4398,2001,02/15/2021
Southern Tier,Tompkins,12203,6100,02/15/2021
Mid-Hudson,Ulster,18388,9356,02/15/2021
Capital Region,Warren,8969,4554,02/15/2021
Capital Region,Washington,5761,2638,02/15/2021
Finger Lakes,Wayne,9403,4759,02/15/2021
Mid-Hudson,Westchester,119954,64469,02/15/2021
Finger Lakes,Wyoming,4020,2184,02/15/2021
Finger Lakes,Yates,2992,1261,02/15/2021
Capital Region,Albany,41522,21356,02/16/2021
Western New York,Allegany,3258,1736,02/16/2021
New York City,Bronx,91903,44740,02/16/2021
Southern Tier,Broome,27668,12338,02/16/2021
Western New York,Cattaraugus,6842,3687,02/16/2021
Central New York,Cayuga,10105,5383,02/16/2021
Western New York,Chautauqua,12714,6520,02/16/2021
Southern Tier,Chemung,9497,4974,02/16/2021
Southern Tier,Chenango,5062,1842,02/16/2021
North Country,Clinton,15410,7399,02/16/2021
Capital Region,Columbia,7129,3351,02/16/2021
Central New York,Cortland,5302,2501,02/16/2021
Southern Tier,Delaware,3886,1517,02/16/2021
Mid-Hudson,Dutchess,27547,13323,02/16/2021
Western New York,Erie,112482,61324,02/16/2021
North Country,Essex,6748,2768,02/16/2021
North Country,Franklin,8724,4214,02/16/2021
Mohawk Valley,Fulton,5380,2669,02/16/2021
Finger Lakes,Genesee,6404,2955,02/16/2021
Capital Region,Greene,4903,2013,02/16/2021
North Country,Hamilton,1601,560,02/16/2021
Mohawk Valley,Herkimer,8806,3662,02/16/2021
North Country,Jefferson,14102,5880,02/16/2021
New York City,Kings,181785,75306,02/16/2021
North Country,Lewis,3431,1672,02/16/2021
Finger Lakes,Livingston,7838,4248,02/16/2021
Central New York,Madison,9662,4628,02/16/2021
Finger Lakes,Monroe,91661,50010,02/16/2021
Mohawk Valley,Montgomery,5966,2802,02/16/2021
Long Island,Nassau,195549,106032,02/16/2021
New York City,New York,210785,108479,02/16/2021
Western New York,Niagara,23197,11533,02/16/2021
Mohawk Valley,Oneida,35413,17687,02/16/2021
Central New York,Onondaga,71000,34560,02/16/2021
Finger Lakes,Ontario,15136,7928,02/16/2021
Mid-Hudson,Orange,27727,14483,02/16/2021
Finger Lakes,Orleans,3154,1511,02/16/2021
Central New York,Oswego,14153,7926,02/16/2021
Mohawk Valley,Otsego,8032,4427,02/16/2021
Mid-Hudson,Putnam,10869,5497,02/16/2021
New York City,Queens,207575,89539,02/16/2021
Capital Region,Rensselaer,20451,9598,02/16/2021
New York City,Richmond,58345,23935,02/16/2021
Mid-Hudson,Rockland,36791,17922,02/16/2021
Capital Region,Saratoga,31750,16246,02/16/2021
Capital Region,Schenectady,19798,10348,02/16/2021
Mohawk Valley,Schoharie,2737,1212,02/16/2021
Southern Tier,Schuyler,2150,1155,02/16/2021
Finger Lakes,Seneca,3762,1544,02/16/2021
North Country,St. Lawrence,20257,9563,02/16/2021
Southern Tier,Steuben,8308,4467,02/16/2021
Long Island,Suffolk,161208,85957,02/16/2021
Mid-Hudson,Sullivan,6786,3326,02/16/2021
Southern Tier,Tioga,4500,2064,02/16/2021
Southern Tier,Tompkins,12355,6202,02/16/2021
Mid-Hudson,Ulster,18727,9611,02/16/2021
Capital Region,Warren,9165,4631,02/16/2021
Capital Region,Washington,5859,2675,02/16/2021
Finger Lakes,Wayne,9586,4849,02/16/2021
Mid-Hudson,Westchester,121564,67342,02/16/2021
Finger Lakes,Wyoming,4072,2262,02/16/2021
Finger Lakes,Yates,3026,1317,02/16/2021
Capital Region,Albany,42857,21988,02/17/2021
Western New York,Allegany,3361,1768,02/17/2021
New York City,Bronx,93481,46685,02/17/2021
Southern Tier,Broome,28563,12889,02/17/2021
Western New York,Cattaraugus,7055,3839,02/17/2021
Central New York,Cayuga,10273,5530,02/17/2021
Western New York,Chautauqua,13075,6755,02/17/2021
Southern Tier,Chemung,9562,5117,02/17/2021
Southern Tier,Chenango,5147,2223,02/17/2021
North Country,Clinton,15678,7720,02/17/2021
Capital Region,Columbia,7386,3469,02/17/2021
Central New York,Cortland,5396,2748,02/17/2021
Southern Tier,Delaware,4110,1558,02/17/2021
Mid-Hudson,Dutchess,28815,14075,02/17/2021
Western New York,Erie,115301,63985,02/17/2021
North Country,Essex,6877,3062,02/17/2021
North Country,Franklin,8894,4451,02/17/2021
Mohawk Valley,Fulton,5555,2756,02/17/2021
Finger Lakes,Genesee,6753,3331,02/17/2021
Capital Region,Greene,5004,2069,02/17/2021
North Country,Hamilton,1606,608,02/17/2021
Mohawk Valley,Herkimer,8965,3999,02/17/2021
North Country,Jefferson,14320,6177,02/17/2021
New York City,Kings,184866,79449,02/17/2021
North Country,Lewis,3461,1694,02/17/2021
Finger Lakes,Livingston,7907,4585,02/17/2021
Central New York,Madison,9894,4909,02/17/2021
Finger Lakes,Monroe,93223,52714,02/17/2021
Mohawk Valley,Montgomery,6233,2866,02/17/2021
Long Island,Nassau,199796,110745,02/17/2021
New York City,New York,214980,114868,02/17/2021
Western New York,Niagara,23628,12844,02/17/2021
Mohawk Valley,Oneida,35947,18688,02/17/2021
Central New York,Onondaga,72646,36401,02/17/2021
Finger Lakes,Ontario,15396,8513,02/17/2021
Mid-Hudson,Orange,28717,14921,02/17/2021
Finger Lakes,Orleans,3200,1640,02/17/2021
Central New York,Oswego,14341,8259,02/17/2021
Mohawk Valley,Otsego,8260,4491,02/17/2021
Mid-Hudson,Putnam,11189,5687,02/17/2021
New York City,Queens,210826,93693,02/17/2021
Capital Region,Rensselaer,20925,9832,02/17/2021
New York City,Richmond,58776,25158,02/17/2021
Mid-Hudson,Rockland,37471,19034,02/17/2021
Capital Region,Saratoga,32919,16804,02/17/2021
Capital Region,Schenectady,21573,10689,02/17/2021
Mohawk Valley,Schoharie,2832,1255,02/17/2021
Southern Tier,Schuyler,2168,1184,02/17/2021
Finger Lakes,Seneca,3835,1946,02/17/2021
North Country,St. Lawrence,20567,9996,02/17/2021
Southern Tier,Steuben,8465,4752,02/17/2021
Long Island,Suffolk,164458,89138,02/17/2021
Mid-Hudson,Sullivan,6957,3379,02/17/2021
Southern Tier,Tioga,4669,2150,02/17/2021
Southern Tier,Tompkins,12597,6399,02/17/2021
Mid-Hudson,Ulster,19610,9806,02/17/2021
Capital Region,Warren,9465,4814,02/17/2021
Capital Region,Washington,6067,2729,02/17/2021
Finger Lakes,Wayne,9749,5200,02/17/2021
Mid-Hudson,Westchester,123908,70437,02/17/2021
Finger Lakes,Wyoming,4126,2316,02/17/2021
Finger Lakes,Yates,3048,1388,02/17/2021
Capital Region,Albany,43600,22861,02/18/2021
Western New York,Allegany,3396,1811,02/18/2021
New York City,Bronx,96876,49985,02/18/2021
Southern Tier,Broome,29036,13711,02/18/2021
Western New York,Cattaraugus,7127,4010,02/18/2021
Central New York,Cayuga,10398,5650,02/18/2021
Western New York,Chautauqua,13322,7163,02/18/2021
Southern Tier,Chemung,9635,5380,02/18/2021
Southern Tier,Chenango,5178,2317,02/18/2021
North Country,Clinton,15900,8053,02/18/2021
Capital Region,Columbia,7498,3525,02/18/2021
Central New York,Cortland,5456,2881,02/18/2021
Southern Tier,Delaware,4214,1771,02/18/2021
Mid-Hudson,Dutchess,29314,14508,02/18/2021
Western New York,Erie,116841,68015,02/18/2021
North Country,Essex,6939,3263,02/18/2021
North Country,Franklin,8995,4675,02/18/2021
Mohawk Valley,Fulton,5627,3047,02/18/2021
Finger Lakes,Genesee,6848,3418,02/18/2021
Capital Region,Greene,5057,2119,02/18/2021
North Country,Hamilton,1607,690,02/18/2021
Mohawk Valley,Herkimer,9085,4270,02/18/2021
North Country,Jefferson,14547,6610,02/18/2021
New York City,Kings,187270,84525,02/18/2021
North Country,Lewis,3488,1869,02/18/2021
Finger Lakes,Livingston,7975,4800,02/18/2021
Central New York,Madison,10041,5140,02/18/2021
Finger Lakes,Monroe,94943,54768,02/18/2021
Mohawk Valley,Montgomery,6311,3166,02/18/2021
Long Island,Nassau,203428,114522,02/18/2021
New York City,New York,218233,120847,02/18/2021
Western New York,Niagara,23913,13816,02/18/2021
Mohawk Valley,Oneida,36406,19588,02/18/2021
Central New York,Onondaga,74056,37894,02/18/2021
Finger Lakes,Ontario,15615,8829,02/18/2021
Mid-Hudson,Orange,29339,15398,02/18/2021
Finger Lakes,Orleans,3433,1783,02/18/2021
Central New York,Oswego,14535,8510,02/18/2021
Mohawk Valley,Otsego,8359,4612,02/18/2021
Mid-Hudson,Putnam,11354,5874,02/18/2021
New York City,Queens,213438,99125,02/18/2021
Capital Region,Rensselaer,21174,10160,02/18/2021
New York City,Richmond,59162,26733,02/18/2021
Mid-Hudson,Rockland,38117,19547,02/18/2021
Capital Region,Saratoga,33592,17318,02/18/2021
Capital Region,Schenectady,21953,11065,02/18/2021
Mohawk Valley,Schoharie,2885,1309,02/18/2021
Southern Tier,Schuyler,2201,1278,02/18/2021
Finger Lakes,Seneca,3876,1974,02/18/2021
North Country,St. Lawrence,20854,10798,02/18/2021
Southern Tier,Steuben,8662,4898,02/18/2021
Long Island,Suffolk,167323,91874,02/18/2021
Mid-Hudson,Sullivan,7070,3418,02/18/2021
Southern Tier,Tioga,4741,2228,02/18/2021
Southern Tier,Tompkins,12726,6723,02/18/2021
Mid-Hudson,Ulster,19937,10169,02/18/2021
Capital Region,Warren,9625,5044,02/18/2021
Capital Region,Washington,6186,2797,02/18/2021
Finger Lakes,Wayne,9842,5341,02/18/2021
Mid-Hudson,Westchester,125956,72534,02/18/2021
Finger Lakes,Wyoming,4234,2546,02/18/2021
Finger Lakes,Yates,3079,1445,02/18/2021
Capital Region,Albany,44315,23704,02/19/2021
Western New York,Allegany,3423,1948,02/19/2021
New York City,Bronx,98148,52555,02/19/2021
Southern Tier,Broome,29510,14768,02/19/2021
Western New York,Cattaraugus,7218,4121,02/19/2021
Central New York,Cayuga,10492,5770,02/19/2021
Western New York,Chautauqua,13712,8079,02/19/2021
Southern Tier,Chemung,9659,5595,02/19/2021
Southern Tier,Chenango,5212,2586,02/19/2021
North Country,Clinton,16107,8521,02/19/2021
Capital Region,Columbia,7565,3603,02/19/2021
Central New York,Cortland,5495,2972,02/19/2021
Southern Tier,Delaware,4251,1823,02/19/2021
Mid-Hudson,Dutchess,29738,14898,02/19/2021
Western New York,Erie,118219,71812,02/19/2021
North Country,Essex,7030,3507,02/19/2021
North Country,Franklin,9233,4931,02/19/2021
Mohawk Valley,Fulton,5668,3355,02/19/2021
Finger Lakes,Genesee,6933,3668,02/19/2021
Capital Region,Greene,5126,2203,02/19/2021
North Country,Hamilton,1612,740,02/19/2021
Mohawk Valley,Herkimer,9188,4756,02/19/2021
North Country,Jefferson,14642,6885,02/19/2021
New York City,Kings,189442,88481,02/19/2021
North Country,Lewis,3494,1945,02/19/2021
Finger Lakes,Livingston,8057,5088,02/19/2021
Central New York,Madison,10188,5366,02/19/2021
Finger Lakes,Monroe,96109,56961,02/19/2021
Mohawk Valley,Montgomery,6377,3611,02/19/2021
Long Island,Nassau,207206,117728,02/19/2021
New York City,New York,221267,126713,02/19/2021
Western New York,Niagara,24092,14472,02/19/2021
Mohawk Valley,Oneida,36919,20170,02/19/2021
Central New York,Onondaga,75322,39614,02/19/2021
Finger Lakes,Ontario,15763,9044,02/19/2021
Mid-Hudson,Orange,29612,15659,02/19/2021
Finger Lakes,Orleans,3453,1853,02/19/2021
Central New York,Oswego,14725,8756,02/19/2021
Mohawk Valley,Otsego,8432,4725,02/19/2021
Mid-Hudson,Putnam,11485,6114,02/19/2021
New York City,Queens,215664,104223,02/19/2021
Capital Region,Rensselaer,21381,10425,02/19/2021
New York City,Richmond,59704,27821,02/19/2021
Mid-Hudson,Rockland,38651,20095,02/19/2021
Capital Region,Saratoga,34219,18158,02/19/2021
Capital Region,Schenectady,22276,11410,02/19/2021
Mohawk Valley,Schoharie,2913,1329,02/19/2021
Southern Tier,Schuyler,2208,1333,02/19/2021
Finger Lakes,Seneca,3903,2099,02/19/2021
North Country,St. Lawrence,21142,11487,02/19/2021
Southern Tier,Steuben,8711,5071,02/19/2021
Long Island,Suffolk,172727,95119,02/19/2021
Mid-Hudson,Sullivan,7097,3442,02/19/2021
Southern Tier,Tioga,4810,2379,02/19/2021
Southern Tier,Tompkins,12865,6850,02/19/2021
Mid-Hudson,Ulster,20162,10372,02/19/2021
Capital Region,Warren,9778,5183,02/19/2021
Capital Region,Washington,6264,2878,02/19/2021
Finger Lakes,Wayne,9960,5478,02/19/2021
Mid-Hudson,Westchester,127731,74882,02/19/2021
Finger Lakes,Wyoming,4306,2651,02/19/2021
Finger Lakes,Yates,3096,1498,02/19/2021
Capital Region,Albany,45472,24332,02/20/2021
Western New York,Allegany,3435,1956,02/20/2021
New York City,Bronx,99047,54802,02/20/2021
Southern Tier,Broome,30046,15413,02/20/2021
Western New York,Cattaraugus,7284,4161,02/20/2021
Central New York,Cayuga,10595,5906,02/20/2021
Western New York,Chautauqua,13848,8276,02/20/2021
Southern Tier,Chemung,9696,5763,02/20/2021
Southern Tier,Chenango,5250,2634,02/20/2021
North Country,Clinton,16281,8797,02/20/2021
Capital Region,Columbia,7675,3656,02/20/2021
Central New York,Cortland,5570,3003,02/20/2021
Southern Tier,Delaware,4297,1892,02/20/2021
Mid-Hudson,Dutchess,30142,15529,02/20/2021
Western New York,Erie,119918,74568,02/20/2021
North Country,Essex,7097,3662,02/20/2021
North Country,Franklin,9355,5025,02/20/2021
Mohawk Valley,Fulton,5709,3455,02/20/2021
Finger Lakes,Genesee,6997,3757,02/20/2021
Capital Region,Greene,5169,2225,02/20/2021
North Country,Hamilton,1612,807,02/20/2021
Mohawk Valley,Herkimer,9294,4925,02/20/2021
North Country,Jefferson,14726,7690,02/20/2021
New York City,Kings,191684,93188,02/20/2021
North Country,Lewis,3508,2009,02/20/2021
Finger Lakes,Livingston,8094,5179,02/20/2021
Central New York,Madison,10330,5467,02/20/2021
Finger Lakes,Monroe,97663,59711,02/20/2021
Mohawk Valley,Montgomery,6435,3700,02/20/2021
Long Island,Nassau,210423,121713,02/20/2021
New York City,New York,224031,132164,02/20/2021
Western New York,Niagara,24376,14910,02/20/2021
Mohawk Valley,Oneida,37343,21215,02/20/2021
Central New York,Onondaga,76756,40896,02/20/2021
Finger Lakes,Ontario,15941,9266,02/20/2021
Mid-Hudson,Orange,29884,16146,02/20/2021
Finger Lakes,Orleans,3471,1894,02/20/2021
Central New York,Oswego,14932,9014,02/20/2021
Mohawk Valley,Otsego,8499,4862,02/20/2021
Mid-Hudson,Putnam,11609,6242,02/20/2021
New York City,Queens,218049,109069,02/20/2021
Capital Region,Rensselaer,21624,10652,02/20/2021
New York City,Richmond,60457,30165,02/20/2021
Mid-Hudson,Rockland,39066,20976,02/20/2021
Capital Region,Saratoga,34879,18644,02/20/2021
Capital Region,Schenectady,22672,11686,02/20/2021
Mohawk Valley,Schoharie,2955,1351,02/20/2021
Southern Tier,Schuyler,2211,1340,02/20/2021
Finger Lakes,Seneca,3925,2151,02/20/2021
North Country,St. Lawrence,21513,12109,02/20/2021
Southern Tier,Steuben,8760,5168,02/20/2021
Long Island,Suffolk,175998,98235,02/20/2021
Mid-Hudson,Sullivan,7124,3484,02/20/2021
Southern Tier,Tioga,4877,2441,02/20/2021
Southern Tier,Tompkins,13202,7011,02/20/2021
Mid-Hudson,Ulster,20368,10635,02/20/2021
Capital Region,Warren,9954,5480,02/20/2021
Capital Region,Washington,6377,3033,02/20/2021
Finger Lakes,Wayne,10096,5969,02/20/2021
Mid-Hudson,Westchester,129822,76925,02/20/2021
Finger Lakes,Wyoming,4328,2686,02/20/2021
Finger Lakes,Yates,3110,1567,02/20/2021
Capital Region,Albany,46182,24833,02/21/2021
Western New York,Allegany,3451,1960,02/21/2021
New York City,Bronx,99472,55832,02/21/2021
Southern Tier,Broome,30397,15845,02/21/2021
Western New York,Cattaraugus,7326,4184,02/21/2021
Central New York,Cayuga,10673,5969,02/21/2021
Western New York,Chautauqua,13896,8347,02/21/2021
Southern Tier,Chemung,9751,5830,02/21/2021
Southern Tier,Chenango,5274,2699,02/21/2021
North Country,Clinton,16471,9050,02/21/2021
Capital Region,Columbia,7792,3701,02/21/2021
Central New York,Cortland,5715,3028,02/21/2021
Southern Tier,Delaware,4350,1917,02/21/2021
Mid-Hudson,Dutchess,30509,16078,02/21/2021
Western New York,Erie,120932,75859,02/21/2021
North Country,Essex,7175,3745,02/21/2021
North Country,Franklin,9424,5123,02/21/2021
Mohawk Valley,Fulton,5753,3514,02/21/2021
Finger Lakes,Genesee,7040,3829,02/21/2021
Capital Region,Greene,5226,2255,02/21/2021
North Country,Hamilton,1616,808,02/21/2021
Mohawk Valley,Herkimer,9388,5059,02/21/2021
North Country,Jefferson,14791,8532,02/21/2021
New York City,Kings,193411,97014,02/21/2021
North Country,Lewis,3516,2110,02/21/2021
Finger Lakes,Livingston,8131,5253,02/21/2021
Central New York,Madison,10466,5582,02/21/2021
Finger Lakes,Monroe,98896,60669,02/21/2021
Mohawk Valley,Montgomery,6465,3766,02/21/2021
Long Island,Nassau,212678,125638,02/21/2021
New York City,New York,225584,135016,02/21/2021
Western New York,Niagara,24518,15146,02/21/2021
Mohawk Valley,Oneida,37690,21629,02/21/2021
Central New York,Onondaga,77826,42844,02/21/2021
Finger Lakes,Ontario,16166,9384,02/21/2021
Mid-Hudson,Orange,30282,16330,02/21/2021
Finger Lakes,Orleans,3498,1911,02/21/2021
Central New York,Oswego,15052,9130,02/21/2021
Mohawk Valley,Otsego,8564,4953,02/21/2021
Mid-Hudson,Putnam,11735,6467,02/21/2021
New York City,Queens,219840,113098,02/21/2021
Capital Region,Rensselaer,21827,10849,02/21/2021
New York City,Richmond,60881,32104,02/21/2021
Mid-Hudson,Rockland,39308,21385,02/21/2021
Capital Region,Saratoga,35385,19049,02/21/2021
Capital Region,Schenectady,23000,11862,02/21/2021
Mohawk Valley,Schoharie,2974,1372,02/21/2021
Southern Tier,Schuyler,2215,1357,02/21/2021
Finger Lakes,Seneca,3944,2233,02/21/2021
North Country,St. Lawrence,21684,12555,02/21/2021
Southern Tier,Steuben,8792,5228,02/21/2021
Long Island,Suffolk,177882,100138,02/21/2021
Mid-Hudson,Sullivan,7163,3508,02/21/2021
Southern Tier,Tioga,4938,2487,02/21/2021
Southern Tier,Tompkins,13325,7054,02/21/2021
Mid-Hudson,Ulster,20579,11250,02/21/2021
Capital Region,Warren,10103,5682,02/21/2021
Capital Region,Washington,6453,3069,02/21/2021
Finger Lakes,Wayne,10187,6016,02/21/2021
Mid-Hudson,Westchester,131146,78791,02/21/2021
Finger Lakes,Wyoming,4345,2705,02/21/2021
Finger Lakes,Yates,3127,1592,02/21/2021
Capital Region,Albany,46904,25294,02/22/2021
Western New York,Allegany,3467,2009,02/22/2021
New York City,Bronx,100427,57115,02/22/2021
Southern Tier,Broome,30767,16422,02/22/2021
Western New York,Cattaraugus,7347,4232,02/22/2021
Central New York,Cayuga,10749,6155,02/22/2021
Western New York,Chautauqua,13922,8455,02/22/2021
Southern Tier,Chemung,9847,5908,02/22/2021
Southern Tier,Chenango,5317,2798,02/22/2021
North Country,Clinton,16713,9395,02/22/2021
Capital Region,Columbia,7853,3765,02/22/2021
Central New York,Cortland,5783,3101,02/22/2021
Southern Tier,Delaware,4381,1938,02/22/2021
